show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,country_cleaned,continent,month,day,year,difference
s186,tv show,trolls: trollstopía,missing,,usa,2021-09-24,2020,missing,4 seasons,"kids, latino","trolls: ¡trollstopía! es el siguiente episodio en las increíbles aventuras de trolls. durante la secuela de trolls, trolls: gira mundial, todo se pone de cabeza cuando poppy descubre que hay otras 5 tribus musicales dispersas en el bosque. ahora, armada de su interminable positividad ella decide llevar representantes de las tribus del country, clásico, funk, tecno, y rock para vivir juntos en su villa y así formar una nueva ciudad troll para promover amistad y armonía en un gran experimento que ella llama... ¡trollstopía! los representantes de las otras villas permanecen en sus respectivas villas y continúan funcionando como los líderes de sus tribus. en su lugar, conoceremos personajes nuevos y originales que representan lo divertido de sus tribus nativas.",missing,north america,9,24,2021,20
s187,tv show,alter ego,missing,,usa,2021-09-23,2021,tv-pg,1 season,"music, reality",a singing competition where contestants perform like never before – as their dream avatar.,missing,north america,9,23,2021,8
s188,tv show,el árbol familiar de los croods,missing,,usa,2021-09-23,2021,missing,1 season,"action, adventure, family","siguiendo los eventos de la película los croods: una nueva era, dos familias muy diferentes unen fuerzas para crear una nueva comunidad, una cooperativa de supervivencia cavernícola, ¡la granja más increíble en la historia de la prehistoria!",missing,north america,9,23,2021,8
s189,movie,funhouse,missing,,usa,2021-09-23,2019,missing,106 min,horror,"8 celebrities from around the globe are invited to compete in an online reality show, they soon realize that they are playing for their very lives, as those voted off suffer horrific consequences broadcast live to the entire world.",missing,north america,9,23,2021,32
s190,tv show,home economics,missing,,usa,2021-09-23,2021,tv-pg,2 seasons,"comedy, sitcom","a look at the heartwarming, yet super uncomfortable and sometimes frustrating relationship between three adult siblings: one in the 1%, one middle-class and one barely holding on.",missing,north america,9,23,2021,8
s191,tv show,the conners,missing,,united states,2021-09-23,2018,tv-pg,1 season,"comedy, sitcom","after a sudden turn of events, the conner family is forced to face the daily struggles of life in a way they never have before. this iconic family continues to demonstrate that laughter, conversation and love can overcome anything.",missing,north america,9,23,2021,44
s192,tv show,the croods: family tree,missing,,usa,2021-09-23,2021,tv-g,1 season,"adventure, family, kids","following the events in the feature film the croods: a new age, two very different families join forces to create a new community, an us-against-the-world, cave person co-op on the most amazing farm in the history of prehistory!",missing,north america,9,23,2021,8
s193,tv show,the goldbergs,missing,,united states,2021-09-23,2013,tv-pg,9 seasons,"comedy, family, sitcom","the goldbergs are a loving family like any other, just with a lot more yelling, but for geeky 11-year old adam these were his wonder years and he faced them armed with a video camera to capture all the crazy.",missing,north america,9,23,2021,104
s194,tv show,the masked singer,missing,,united states,2021-09-23,2019,tv-pg,6 seasons,"comedy, music, reality","based on an international hit, which already is a viral phenomenon with more than half a billion fans worldwide, and the no. 1 top-trending video of 2017 on youtube, the masked singer features celebrities facing off against one another with one major twist: each singer is shrouded from head to toe in an elaborate costume, complete with full face mask to conceal his or her identity.",missing,north america,9,23,2021,32
s195,tv show,the wonder years,missing,,usa,2021-09-23,2021,tv-pg,1 season,"comedy, sitcom","the story of the williams family during the late 1960s, all through the point of view of imaginative 12-year-old dean. with the wisdom of his adult years, dean’s hopeful and humorous recollections of his past spotlight the ups and downs of growing up in a black middle-class family in montgomery, alabama, and the friendship, laughter and lessons along the way.",missing,north america,9,23,2021,8
s196,tv show,gma3: what you need to know,missing,,united states,2021-09-22,2020,missing,1 season,"health & wellness, news",abc news’ amy robach and chief medical correspondent dr. jennifer ashton help viewers navigate the new normals of life during the novel coronavirus pandemic.,missing,north america,9,22,2021,20
s199,tv show,late night with seth meyers,missing,,united states,2021-09-21,2014,tv-14,2 seasons,"comedy, late night","beloved ""saturday night live"" personality - and the longest serving ""anchor"" on the show's wildly popular ""weekend update"" - seth meyers takes over as host of nbc's ""late night,"" home to a-list celebrity guests, memorable comedy and the best in musical talent.",missing,north america,9,21,2021,92
s200,tv show,the tonight show starring jimmy fallon,missing,,united states,2021-09-21,2014,tv-14,2 seasons,"comedy, late night","join jimmy fallon for a daily mix of jokes, sketches, celebrity interviews and musical guests.",missing,north america,9,21,2021,92
s201,tv show,will & grace,missing,,usa,2021-09-21,2017,tv-14,3 seasons,"comedy, lgbtq+, sitcom","that's right, honey! a decade after their unforgettable eight-season run, comedy's most fabulous foursome is back. eric mccormack, debra messing, sean hayes and megan mullally reprise their infamous roles as will, grace, jack and karen. the legendary james burrows, director of every original ""will & grace"" episode, returns along with a slew of razor-sharp jabs and dirty martinis. behold once again, from the minds of max mutchnick and david kohan, tv's wittiest ensemble ever.",missing,north america,9,21,2021,56
s202,movie,grown ups,missing,,usa,2021-09-20,2010,tv-14,97 min,comedy,"after their high school basketball coach passes away, five good friends and former teammates reunite for a fourth of july holiday weekend.",missing,north america,9,20,2021,140
s203,tv show,mom,missing,,united states,2021-09-20,2013,tv-14,8 seasons,"comedy, sitcom",anna faris and emmy award winner allison janney star in this often heart-wrenching comedy about a mother and daughter who are trying to get their life on track.,missing,north america,9,20,2021,104
s204,tv show,to tell the truth,missing,,united states,2021-09-20,2016,tv-pg,1 season,"comedy, reality","""to tell the truth"" is an anarchic and funny re-imagination of the beloved, game show of the same name. in each round, celebrities are presented with three people who all claim to be the same person with the same incredible talent, job or achievement. one is sworn to tell the truth while the others are not. the panel of celebrities has a chance to grill each participant before taking turns deciding who they think is telling the truth.",missing,north america,9,20,2021,68
s205,tv show,ufc embedded,missing,,usa,2021-09-20,2014,missing,1 season,"documentaries, sports","ufc embedded is an all-access, behind-the-scenes video blog series focusing on the main card fighters final days leading up to each pay-per-view event throughout the year.",missing,north america,9,20,2021,92
s206,tv show,america strong,missing,,usa,2021-09-18,2021,missing,1 season,news,"as americans continue to confront challenges brought on by the unforeseen events, abc news profiles neighbors helping community members in need and individuals finding new strength from within.",missing,north america,9,18,2021,8
s207,tv show,dark side of football,missing,,usa,2021-09-18,2021,tv-14,1 season,"crime, documentaries, sports","a closer look at the transgressions, crimes, and scandals from the world of football, exploring the tension between america's undying love for the game and its ability to corrupt and damage those who live and die for it.",missing,north america,9,18,2021,8
s209,tv show,madagascar: algo salvaje,missing,,usa,2021-09-17,2020,missing,4 seasons,"action, adventure, family","llena del ingenioso humor y comedia física que hizo tan populares las películas de madagascar, ""madagascar: algo salvaje"" es una serie musical generada por computadora que presenta a alex, marty, gloria y melman como jóvenes residentes de un hábitat de rescate en el zoológico de central park. como todo el que llega a nueva york, estos pequeños tienen grandes sueños y grandes planes. la serie se enfoca en ser tú mismo, en jamás rendirte y a perseguir tus sueños a toda costa, pase lo que pase.",missing,north america,9,17,2021,20
s210,tv show,soul of a nation presents: corazón de américa -- celebrating hispanic culture,missing,,usa,2021-09-17,2021,missing,1 season,documentaries,celebrating the stories and the culture of the hispanic community while keeping the importance of identity and pride at the forefront of the conversation.,missing,north america,9,17,2021,8
s212,movie,on chesil beach,missing,,uk,2021-09-16,2018,r,110 min,"cooking & food, drama, lifestyle & culture","in 1962, newlyweds edward and florence, both in their early 20s and also both virgins, spend their honeymoon preoccupied and terrified by the upcoming consummation of their marriage.",missing,missing,9,16,2021,44
