cast,continent,country,country_cleaned,date_added,day,description,difference,director,duration,duration_min,duration_season,listed_in,month,rating,release_year,show_id,title,type,year,service
,europe,united kingdom,missing,2021-03-11,11,'the split' explores modern marriage and the legacy of divorce seen through the lens of the defoes.,38,missing,2 seasons,missing,2,"drama, international, romance",3,tv-ma,2018,s904,the split,tv show,2021,hulu
,north america,united states,missing,2021-03-08,8,"when three suburban moms get tired of trying to make ends meet, they decide it's time to stick up for themselves by robbing the local supermarket at (toy) gunpoint. but when the manager catches a glimpse of one of them and the loot is far more than they expected, it doesn't take long for the three best friends to realize the perfect getaway will be harder than they think. from executive producer jenna bans (""scandal"") comes this comedy-infused drama that mixes a little ""thelma and louise"" with a bit of ""bre",38,missing,1 season,missing,1,"comedy, drama",3,tv-14,2018,s911,good girls,tv show,2021,hulu
,north america,united states,missing,2021-02-18,18,callie and mariana adams foster venture to los angeles to start their adult lives and embark on their separate but intertwined journeys to change the world.,25,missing,3 seasons,missing,3,"drama, teen",2,tv-14,2019,s947,good trouble,tv show,2021,hulu
,north america,united states,missing,2021-02-15,15,seven civilians go under cover in indiana's clark county jail to experience life behind bars.,61,missing,6 seasons,missing,6,"crime, documentaries, reality",2,tv-14,2016,s957,60 days in,tv show,2021,hulu
,north america,united states,missing,2021-02-15,15,"if aliens visited earth in the past, could they make an appearance in the future? for ancient alien theorists, the answer is a resounding yes. they believe that, by sharing their views with the world, they can help prepare future generations for the inevitable encounter that awaits them.",133,missing,14 seasons,missing,14,"documentaries, history, latino",2,tv-14,2010,s958,ancient aliens,tv show,2021,hulu
,north america,united states,missing,2021-02-15,15,"bride & prejudice"" tackles race, religion, and sexual orientation by detailing familial bigotry that couples face as they prepare to get married. from an interfaith pair in baltimore, to a gay twosome in boston, and an interracial couple from houston, the series introduces people whose path toward marriage is blocked by prejudiced family members who must approve of the unions. as engagements are announced and in-law meetings occur, viewers see the difficulties each couple encounters. against the odds, the potential spouses aim to prove that their love can lead to long-lasting marriages.",13,missing,1 season,missing,1,reality,2,tv-14,2020,s959,bride and prejudice: forbidden love,tv show,2021,hulu
,north america,united states,missing,2021-02-15,15,"in each episode, the best bladesmiths from all over the country come to the forge for a once-in-a-lifetime opportunity, to square off against our renowned forged in fire masters in the highest stakes forging competition yet!",13,missing,1 season,missing,1,reality,2,tv-pg,2020,s960,forged in fire: beat the judges,tv show,2021,hulu
,north america,united states,missing,2021-02-15,15,“kings of pain” follows wildlife biologist adam thorn and professional animal handler rob “caveman” alleva as they get bit and stung by some of the most dangerous animals and vicious stinging insects in the world.,25,missing,1 season,missing,1,"documentaries, science & technology",2,tv-14,2019,s963,kings of pain,tv show,2021,hulu
,north america,canada,missing,2021-02-15,15,contractor jonathan scott and real estate expert drew scott combine their skills to help families find and buy a house to transform into their dream home.,121,missing,6 seasons,missing,6,"family, lifestyle & culture, reality",2,tv-pg,2011,s967,property brothers,tv show,2021,hulu
,north america,united states,missing,2021-02-15,15,"for the first time ever, history is gaining full, unprecedented access to one of the most infamous and secretive hotspots of paranormal and ufo-related activities on earth, skinwalker ranch.",13,missing,1 season,missing,1,"documentaries, science fiction",2,tv-pg,2020,s970,the secret of skinwalker ranch,tv show,2021,hulu
,north america,united states,missing,2021-02-15,15,"the unxplained explores the world’s most fascinating, strange and inexplicable mysteries. hosted by golden globe & emmy award-winning actor william shatner (star trek, boston legal) each episode will feature compelling contributions from scientists, historians, witnesses and experiencers – each seeking to shed light on how the seemingly impossible actually can happen.",25,missing,2 seasons,missing,2,documentaries,2,tv-14,2019,s972,the unxplained,tv show,2021,hulu
,europe,united kingdom,missing,2021-02-12,12,"set in the fictional police anti-corruption unit ac-12, “line of duty” is a cat-and-mouse thriller that takes a probing look into modern policing and corruption. the british drama features an all-star cast including keeley hawes, vicky mcclure, martin compston, adrian dunbar, lennie james, neil morrissey and gina mckee.",109,missing,5 seasons,missing,5,"crime, drama, international",2,tv-ma,2012,s980,line of duty,tv show,2021,hulu
,north america,united states,missing,2021-02-06,6,"beach rats follows a teenage frankie (harris dickinson) on the outer edges of brooklyn as he struggles to reconcile his competing sexual desires, leaving him hurtling towards irreparable consequences.",37,missing,98 min,98,na,"drama, lgbtq+",2,r,2018,s989,beach rats,movie,2021,hulu
,north america,united states,missing,2021-02-05,5,"a successful author is plunged into a horrifying reality that forces her to confront her past, present, and future in this tense thriller from visionary filmmakers bush + renz, and the producer of get out and us.",13,missing,106 min,106,na,"black stories, thriller",2,r,2020,s990,antebellum,movie,2021,hulu
,north america,united states,missing,2021-02-01,1,"being mary jane is bet's first one-hour drama brought to us by the creator of ""girlfriends"" and ""the game."" the series focuses on the life of snc news anchor, mary jane paul. she seems to have it all, yet something is missing.",97,missing,5 seasons,missing,5,drama,2,tv-14,2013,s1000,being mary jane,tv show,2021,hulu
,north america,united states,missing,2021-02-01,1,"in the heart of harlem, black ink is the only black-owned and operated tattoo parlor as well as one of the most famous in the country. black ink owner, and noted hardass, ceaser employs some close, and very vocal friends that make up the ""crew.""",97,missing,3 seasons,missing,3,reality,2,tv-14,2013,s1001,black ink crew,tv show,2021,hulu
,north america,united states,missing,2021-02-01,1,"love and hip hop: atlanta has returned for a second season! back in the dirty south, atlanta is the new frontier in entertainment where the opportunity to make it big in the rap game is always one hustle away.",97,missing,3 seasons,missing,3,"music, reality",2,tv-14,2013,s1004,love & hip hop atlanta,tv show,2021,hulu
,north america,united states,missing,2021-02-01,1,this documentary series explores an audacious 1970s auto scam centered around a mysterious entrepreneur.,1,missing,1 season,missing,1,documentaries,2,tv-14,2021,s1008,the lady and the dale,tv show,2021,hulu
,north america,canada,missing,2021-01-29,29,"""in jann, jann arden plays a fictionalized, self-deprecating version
of herself: a singer songwriter of a “certain age” in severe denial of the harsh reality that her former music career is slowly (okay rapidly) fading away. but it’s not just jann’s career that’s on life support – she’s newly single (don’t remind her), her sister may disown her, and her mother may be showing early signs of memory loss. jann's personal life is in shambles and she's convinced that the cure-all is to enlist a new manager to help rebrand her image. filled with plenty of lol moments, she embarks on a quest to return to greatness and go viral, but instead gets tangled in the pressures of her ‘real’ life. jann is at the crossroads between who she was and who she wants to be. can jann stage a comeback, reclaim fame…and be there for the people who love her?""",24,missing,2 seasons,missing,2,comedy,1,tv-pg,2019,s1011,jann,tv show,2021,hulu
,north america,united states,missing,2021-01-27,27,"in this spinoff of the hit series black-ish, rainbow johnson recounts her experience growing up in a mixed-race family in the '80s, and the constant dilemmas they had to face over whether to assimilate or stay true to themselves. bow's parents paul and alicia decide to move from a hippie commune to the suburbs to better provide for their family. as her parents struggle with the challenges of their new life, bow and her siblings navigate a mainstream school in which they’re perceived as neither black nor white.",24,missing,2 seasons,missing,2,"black stories, comedy, sitcom",1,tv-pg,2019,s1013,mixed-ish,tv show,2021,hulu
