type,country,date_added,month,day,year,release_year,rating,duration_min,duration_season,difference,continent,country_cleaned,duration,listed_in,description,show_id,director,cast,title
TV Show,,2021-09-10,9,10,2021,2019,TV-Y,NA,2,32,,,2 Seasons,"Kids' TV, Korean TV Shows",Titipo the train is out to prove that he's got what it takes to help the folks of Train Village ride the rails safely and reliably.,s88,,"Jeon Hae-ri, Kim Eun-ah, Hong Bum-ki, Nam Do-hyeong, Um Sang-hyun",Titipo Titipo
Movie,,2021-09-09,9,9,2021,2021,PG-13,96,NA,8,,,96 min,"Documentaries, Sports Movies","From a chance meeting to a tragic fallout, Malcolm X and Muhammad Ali's extraordinary bond cracks under the weight of distrust and shifting ideals.",s89,Marcus Clarke,"Malcolm X, Muhammad Ali",Blood Brothers: Malcolm X & Muhammad Ali
TV Show,,2021-09-09,9,9,2021,2017,TV-Y7,NA,4,56,,,4 Seasons,Kids' TV,"Born with superhuman abilities, young Raju wants to use his powers to make the world a better place — but that will mean facing plenty of challenges!",s90,,"Julie Tejwani, Sabina Malik, Jigna Bhardwaj, Rupa Bhimani, Lalit Agarwal, Rajesh Shukla, Rajesh Kava",Mighty Raju
Movie,"Spain, United States",2021-09-09,9,9,2021,2019,TV-MA,95,NA,32,Multi-Continent,"['Spain', ' United States']",95 min,"Sci-Fi & Fantasy, Thrillers","Uma wakes up in a lush tropical facility designed to turn willful girls into perfect ladies. That’s bad enough, but its real purpose is even worse.",s91,Alice Waddington,"Emma Roberts, Danielle Macdonald, Awkwafina, Eiza González, Milla Jovovich, Jeremy Irvine, Arnaud Valois, Daniel Horvath",Paradise Hills
Movie,France,2021-09-09,9,9,2021,2021,TV-14,92,NA,8,Europe,['France'],92 min,"Documentaries, International Movies",This documentary traces the capture of serial killer Guy Georges through the tireless work of two women: a police chief and a victim's mother.,s92,"Mona Achache, Patricia Tourancheau",,The Women and the Murderer
TV Show,Belgium,2021-09-08,9,8,2021,2021,TV-MA,NA,2,8,Europe,['Belgium'],2 Seasons,"International TV Shows, TV Dramas, TV Mysteries",Passengers and crew aboard a hijacked overnight flight scramble to outrace the sun as a mysterious cosmic event wreaks havoc on the world below.,s93,,"Pauline Etienne, Laurent Capelluto, Stefano Cassetti, Mehmet Kurtuluş, Babetida Sadjo, Jan Bijvoet, Ksawery Szlenkier, Vincent Londez, Regina Bikkinina, Alba Gaïa Kraghede Bellugi, Nabil Mallat",Into the Night
Movie,,2021-09-08,9,8,2021,2021,TV-MA,91,NA,8,,,91 min,"Dramas, International Movies, Romantic Movies","Elisabeth and John-John live in the same city, but they inhabit different worlds. Can a passionate first love break through class and cultural barriers?",s94,Alexis Almström,"Elsa Öhrn, Mustapha Aarab, Jonay Pineda Skallak, Magnus Krepper, Loreen, Albin Grenholm, Simon Mezher, Elsa Bergström Terent, Josef Kadim, Yohannes Frezgi",JJ+E
Movie,"United Kingdom, United States",2021-09-08,9,8,2021,2018,PG,90,NA,44,Multi-Continent,"['United Kingdom', ' United States']",90 min,"Children & Family Movies, Comedies",A rough and tough police dog must go undercover with an FBI agent as a prim and proper pet at a dog show to save a baby panda from an illegal sale.,s95,Raja Gosnell,"Will Arnett, Ludacris, Natasha Lyonne, Stanley Tucci, Jordin Sparks, Gabriel Iglesias, Shaquille O'Neal, Omar Chaparro, Alan Cumming, Andy Beckwith, Delia Sheppard, Kerry Shale",Show Dogs
TV Show,"United States, United Kingdom",2021-09-08,9,8,2021,2021,TV-MA,NA,3,8,Multi-Continent,"['United States', ' United Kingdom']",3 Seasons,Reality TV,"Status and strategy collide in this social experiment and competition show where online players flirt, befriend and catfish their way toward $100,000.",s96,,Michelle Buteau,The Circle
Movie,United States,2021-09-07,9,7,2021,2018,TV-MA,97,NA,44,North America,['United States'],97 min,"Documentaries, Music & Musicals","Using interviews and archival footage, this documentary charts the story of the legendary Southern rockers with a focus on front man Ronnie Van Zant.",s97,Stephen Kijak,"Ronnie Van Zandt, Gary Rossington, Allen Collins, Leon Wilkeson, Bob Burns, Billy Powell, Ed King, Artimus Pyle, Steve Gaines, Johnny Van Zant",If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd
TV Show,United States,2021-09-07,9,7,2021,2021,TV-Y7,NA,2,8,North America,['United States'],2 Seasons,"Kids' TV, TV Comedies, TV Sci-Fi & Fantasy",A boy's superhero dreams come true when he finds five powerful cosmic stones. But saving the day is harder than he imagined — and he can't do it alone.,s98,,"Jack Fisher, Tom Kenny, Amanda C. Miller, Kim Yarbrough, Keith Ferguson, Grey Griffin, Lily Rose Silver",Kid Cosmic
TV Show,United Kingdom,2021-09-07,9,7,2021,2021,TV-Y,NA,1,8,Europe,['United Kingdom'],1 Season,"British TV Shows, Kids' TV","The Octonauts expand their exploration beyond the sea — and onto land! With new rides and new friends, they'll protect any habitats and animals at risk.",s99,,"Antonio Aakeel, Chipo Chung, Simon Foster, Teresa Gallagher, Simon Greenall, Kate Harbour, Paul Panting, Rob Rackstraw, William Vanderpuye, Helen Walsh, Keith Wickham, Andres Williams, Jo Wyatt",Octonauts: Above & Beyond
TV Show,"France, United States",2021-09-07,9,7,2021,2021,TV-MA,NA,1,8,Multi-Continent,"['France', ' United States']",1 Season,"TV Comedies, TV Dramas","Four women — a chef, a single mom, an heiress and a job seeker — dig into love and work, with a generous side of midlife crises, in pre-pandemic LA.",s100,,"Julie Delpy, Elisabeth Shue, Sarah Jones, Alexia Landeau, Mathieu Demy, Troy Garity, Timm Sharp, Giovanni Ribisi",On the Verge
TV Show,,2021-09-07,9,7,2021,2019,TV-Y7,NA,2,32,,,2 Seasons,Kids' TV,"An intergalactic device transforms toy cars into robots: the Tobots! Working with friends to solve mysteries, they protect the world from evil.",s101,,"Austin Abell, Travis Turner, Cole Howard, Anna Cummer, Jesse Inocalla, Brian Dobson, Michael Adamthwaite, Joseph Girgis, Caitlyn Bairstow",Tobot Galaxy Detectives
Movie,United States,2021-09-07,9,7,2021,2021,TV-MA,80,NA,8,North America,['United States'],80 min,"Documentaries, Sports Movies","Under pressure to continue a winning tradition in American tennis, Mardy Fish faced mental health challenges that changed his life on and off the court.",s102,"Chapman Way, Maclain Way",,Untold: Breaking Point
TV Show,,2021-09-06,9,6,2021,2021,TV-14,NA,1,8,,,1 Season,"Docuseries, Science & Nature TV","From training to launch to landing, this all-access docuseries rides along with the Inspiration4 crew on the first all-civilian orbital space mission.",s103,Jason Hehir,,Countdown: Inspiration4 Mission to Space
Movie,,2021-09-06,9,6,2021,2020,TV-MA,117,NA,20,,,117 min,"Dramas, International Movies, Thrillers",A family faces destruction in a long-running conflict between communities that pits relatives against each other amid attacks and reprisals.,s104,Yemi Amodu,"Jide Kosoko, Omotola Jalade-Ekeinde, Yemi Blaq, Sola Sobowale, Ken Erics, Toyin Aimakhu, Segun Arinze, Jibola Dabo, Rotimi Salami, Pa Jimi Solanke, Rachael Okonkwo, Bassey Okon, Lucien Morgan, Magdalena Korpas",Shadow Parties
TV Show,South Korea,2021-09-06,9,6,2021,2016,TV-Y,NA,2,68,Asia,['South Korea'],2 Seasons,"Kids' TV, Korean TV Shows","As they learn their routes around the busy city, Tayo and his little bus friends discover new sights and go on exciting adventures every day.",s105,,"Robyn Slade, Kami Desilets",Tayo the Little Bus
Movie,India,2021-09-05,9,5,2021,2017,TV-14,128,NA,56,Asia,['India'],128 min,"Action & Adventure, Comedies, Dramas","After growing up amidst the gang wars of his hometown, Vincent forms an entrepreneurial squad of his own and ends up on the wrong side of the law.",s106,Lijo Jose Pellissery,"Antony Varghese, Reshma Rajan, Binny Rinky Benjamin, Vineeth Vishwam, Kichu Tellus, Sreekanth Dasan, Sarath Kumar, Tito Wilson, Anandhu, Bitto Davis, Sinoj Varghese",Angamaly Diaries
TV Show,United States,2021-09-05,9,5,2021,2021,TV-G,NA,5,8,North America,['United States'],5 Seasons,"Kids' TV, TV Comedies","The Ross siblings of Disney's hit series ""Jessie"" spend a summer full of fun and adventure at Maine's Camp Kikiwaka, where their parents first met.",s107,,"Peyton List, Karan Brar, Skai Jackson, Miranda May, Kevin G. Quinn, Nathan Arenas, Nina Lu",Bunk'd
Movie,United States,2021-09-04,9,4,2021,2018,G,90,NA,44,North America,['United States'],90 min,"Children & Family Movies, Dramas","When a grieving teen must work off her debt to a ranch, she cares for a wounded horse that teaches her more about healing than she expected.",s108,David de Vos,"Mandy Grace, David de Vos, Donna Rusch, Devan Key, Isabella Mancuso, Ariana Guido",A Champion Heart
TV Show,Australia,2021-09-03,9,3,2021,2021,TV-G,NA,1,8,Oceania,['Australia'],1 Season,"Kids' TV, TV Dramas, Teen TV Shows","On the shores of Cape Mercy, a skillful group of teen divers investigate a series of secrets and signs after one of their own mysteriously goes missing.",s109,,"Aubri Ibrag, Sana'a Shaik, Miah Madden, Mercy Cornwall, Georgia-May Davis, Ryan Harrison, Josh Heuston, Alexander Grant",Dive Club
TV Show,Spain,2021-09-03,9,3,2021,2021,TV-MA,NA,5,8,Europe,['Spain'],5 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Eight thieves take hostages and lock themselves in the Royal Mint of Spain as a criminal mastermind manipulates the police to carry out his plan.,s110,,"Úrsula Corberó, Itziar Ituño, Álvaro Morte, Paco Tous, Enrique Arce, Pedro Alonso, María Pedraza, Alba Flores, Miguel Herrán, Jaime Lorente, Esther Acebo, Darko Peric, Kiti Mánver",La casa de papel
TV Show,,2021-09-03,9,3,2021,2021,TV-MA,NA,1,8,,,1 Season,"Docuseries, International TV Shows, Spanish-Language TV Shows","The filmmakers and actors behind ""Money Heist"" characters like Tokyo and the Professor talk about the emotional artistic process of filming the series.",s111,"Luis Alfaro, Javier Gómez Santander",,Money Heist: From Tokyo to Berlin
TV Show,"United States, Singapore",2021-09-03,9,3,2021,2021,TV-Y,NA,1,8,Multi-Continent,"['United States', ' Singapore']",1 Season,Kids' TV,"Half shark, half dog with a big heart and a belly full of fish sticks! Together, Sharkdog and his human pal Max can take on any silly or messy adventure.",s112,,"Liam Mitchell, Dee Bradley Baker, Grey Griffin, Josh McDermitt, Kari Wahlgren, Judy Alice Lee, Ali Mawji",Sharkdog
Movie,,2021-09-03,9,3,2021,2021,PG-13,119,NA,8,,,119 min,Dramas,"In the wake of the Sept. 11 attacks, a lawyer faces an emotional reckoning as he attempts to put a dollar value on the lives lost. Based on real events.",s113,Sara Colangelo,"Michael Keaton, Stanley Tucci, Amy Ryan, Shunori Ramanathan, Ato Blankson-Wood, Tate Donovan, Laura Benanti, Chris Tardio",Worth
Movie,,2021-09-02,9,2,2021,2021,TV-PG,110,NA,8,,,110 min,"Comedies, Romantic Movies",Cassie lives to party... until she dies in a freak accident. Now this social butterfly needs to right her wrongs on Earth if she wants to earn her wings.,s114,Stephen Herek,"Victoria Justice, Midori Francis, Robyn Scott, Adam Garcia, Timothy Renouf, Gloria Garcia, Myfanwy Waring, Spencer Sutherland",Afterlife of the Party
Movie,India,2021-09-02,9,2,2021,2015,TV-PG,114,NA,80,Asia,['India'],114 min,"Comedies, Dramas, Independent Movies",A movie-loving 10-year-old and her blind little brother trek to meet Indian superstar Shah Rukh Khan for help in getting the boy an eye operation.,s117,Nagesh Kukunoor,"Krrish Chhabria, Hetal Gada, Vipin Sharma, Gulfam Khan, Suresh Menon, Vijay Maurya, Rajiv Lakshman, Ninad Kamat",Dhanak
Movie,"United Kingdom, United States",2021-09-02,9,2,2021,2021,PG-13,94,NA,8,Multi-Continent,"['United Kingdom', ' United States']",94 min,Documentaries,This documentary stitches together never-before-seen interviews with the last living generation of people who participated in Hitler's Third Reich.,s118,Luke Holland,,Final Account
Movie,India,2021-09-02,9,2,2021,2017,TV-14,106,NA,56,Asia,['India'],106 min,"Dramas, International Movies, Thrillers","When the daughter of a wealthy family returns from college, she gets a frosty welcome from her brother, who has problems – and plans – of his own.",s119,Shanker Raman,"Akshay Oberoi, Pankaj Tripathi, Ragini Khanna, Aamir Bashir, Shalini Vatsa, Ashish Verma",Gurgaon
Movie,,2021-09-02,9,2,2021,2020,TV-MA,99,NA,20,,,99 min,"Dramas, International Movies, Romantic Movies","After meeting through a heated exchange on social media, two people with different backgrounds begin an online romance in the midst of a pandemic.",s120,JP Habac,"Janine Gutierrez, JC Santos, Victor Anastacio, Yesh Burce, Lotlot De Leon",Here and There
TV Show,Australia,2021-09-02,9,2,2021,2021,TV-Y7,NA,1,8,Oceania,['Australia'],1 Season,"Kids' TV, TV Comedies","After a meteor crash, a group of zoo animals transforms into squishy, gooey and stretchy superheroes with special powers and soon takes on evildoers.",s121,,"Jon Allen, Kellen Goff, Joe Hernandez, Kaiji Tang",Heroes of Goo Jit Zu
TV Show,,2021-09-02,9,2,2021,2019,TV-14,NA,1,32,,,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","When he's invited to manage a hotel for dead souls, an elite hotelier gets to know the establishment's ancient owner and her strange world.",s122,,"Lee Ji-eun, Yeo Jin-goo, Shin Jung-geun, Seo Yi-sook, Bae Hae-sun, Pyo Ji-hoon, Cho Hyun-chul, Kang Hong-suk, Lee Do-hyun, Lee Tae-seon, Kang Mina, Park You-na, Oh Ji-ho",Hotel Del Luna
TV Show,,2021-09-02,9,2,2021,2012,TV-Y7,NA,1,116,,,1 Season,Kids' TV,"Based on the last book of the epic Ramayana, this series follows the endeavors and adventures of Lord Rama’s twin sons through their childhood.",s124,,,Luv Kushh
TV Show,South Korea,2021-09-02,9,2,2021,2013,TV-Y7,NA,3,104,Asia,['South Korea'],3 Seasons,"Kids' TV, Korean TV Shows","On a tiny island, Pororo the penguin has fun adventures with his friends Eddy the fox, Loopy the beaver, Poby the polar bear and Crong the dinosaur.",s125,,,Pororo - The Little Penguin
TV Show,United States,2021-09-02,9,2,2021,2021,TV-MA,NA,1,8,North America,['United States'],1 Season,"Crime TV Shows, TV Action & Adventure, TV Comedies","A gay superspy and his scrappy LGBTQ squad fight to prove themselves to the agency that underestimated them. Today, West Hollywood… tomorrow, the world!",s126,,"Sean Hayes, Wanda Sykes, Laurie Metcalf, David Harbour, Gary Cole, Patti Harrison, Matt Rogers",Q-Force
Movie,India,2021-09-02,9,2,2021,2020,TV-14,115,NA,20,Asia,['India'],115 min,"Dramas, International Movies, Romantic Movies",A couple must strive to remain resilient after regional hostilities drive them from their beloved home into a refugee camp.,s127,Vidhu Vinod Chopra,"Aadil Khan, Sadia Khateeb, Zain Khan Durrani, Priyanshu Chatterjee, Bhavna Chauhan, Ashwin Dhar, Farid Azad Khan, Saghar Sehrai",Shikara
Movie,,2021-09-01,9,1,2021,2017,PG-13,115,NA,56,,,115 min,"Dramas, International Movies, Thrillers","When a detective investigates the death of his ex-lover's grandfather, he uncovers secrets about the tycoon's manipulative family.",s129,Gilles Paquet-Brenner,"Glenn Close, Terence Stamp, Max Irons, Gillian Anderson, Christina Hendricks, Stefanie Martini, Julian Sands, Honor Kneafsey, Christian McKay, Amanda Abbington",Agatha Christie's Crooked House
Movie,,2021-09-01,9,1,2021,2021,TV-Y,63,NA,8,,,63 min,"Children & Family Movies, Music & Musicals","At a summer performing arts program in New York City, Barbie from Malibu meets Barbie from Brooklyn, and the two become fast friends.",s131,Scott Pleydell-Pearce,"America Young, Amber May, Giselle Fernandez, Alejandro Saab, Dinora Walcott",Barbie Big City Big Dreams
TV Show,,2021-09-01,9,1,2021,2021,TV-MA,NA,1,8,,,1 Season,"International TV Shows, TV Action & Adventure, TV Comedies",A group of superheroes sets out to rid the world of evil — only to realize they may not be standing on the side of justice. Based on a popular comic.,s133,,"Tseng Yun-fan, Kao Yun-shuo, Chiang Ching-yen, Meng Ching-fu, Huang Bai-wei, Ma Kuo-yao, Chen Yen-chun, Sun Ke-fang, Kai Yang-niu, Chen Yu-wen, Nick Liao, Lin Kai-ling, Mickey Huang, Liu Kuan-ting, Jiang Du-hui",Brave Animated Series
Movie,"South Africa, United States",2021-09-01,9,1,2021,2015,R,121,NA,80,Multi-Continent,"['South Africa', ' United States']",121 min,"Action & Adventure, Sci-Fi & Fantasy","In a futuristic society where an indestructible robot police force keeps crime at bay, a lone droid evolves to the next level of artificial intelligence.",s134,Neill Blomkamp,"Sharlto Copley, Hugh Jackman, Sigourney Weaver, Dev Patel, Ninja, Yo-Landi Visser, Jose Pablo Cantillo, Brandon Auret, Johnny Selema, Maurice Carpede",Chappie
Movie,United States,2021-09-01,9,1,2021,2010,PG-13,108,NA,140,North America,['United States'],108 min,"Dramas, Romantic Movies","While on summer leave, a U.S. soldier falls for a college student. But when he's forced to reenlist, their handwritten letters hold the lovers together.",s139,Lasse Hallström,"Channing Tatum, Amanda Seyfried, Richard Jenkins, Henry Thomas, D.J. Cotrona, Cullen Moss, Gavin McCulley, Jose Lucena Jr., Keith Robinson, Scott Porter",Dear John
Movie,"Argentina, Venezuela",2021-09-01,9,1,2021,2014,TV-MA,100,NA,92,South America,"['Argentina', ' Venezuela']",100 min,"Dramas, International Movies, Thrillers",A lawyer defends an illiterate man whose exploitation by a cruel boss while working as a butcher in Buenos Aires led to tragedy. Based on a true case.,s141,Sebastián Schindel,"Joaquín Furriel, Luis Ziembrowski, Guillermo Pfening, Mónica Lairana, Germán de Silva, Victoria Raposo, Andrea Garrote","El patrón, radiografía de un crimen"
